# Pinyin word trigrams (inter-token) — by build_pinyin_trigrams.py
# source: zho_wikipedia_2018_1m, zho_news_2020_100k
# stats: kept 1000000 / 13984256 unique (min_count=2, top=1000000)
# format: a\tb\tc\tcount
年	月	日	23515
于	年	月	6643
在	年	月	5200
月	日	年	2249
日	年	月	2245
的	人物	同时	2090
人物	同时	请	2088
同时	请	参见	2088
的	情况	下	2085
请	参见	年	2000
被	认为	是	1969
更	多	的	1666
年	至	年	1594
在	月	日	1382
最	重要	的	1374
于	月	日	1192
月	日	在	1140
在	年	的	1114
同年	月	日	1080
在	他	的	1040
了	他	的	1034
参见	年	出生	1002
参见	年	逝世	997
这	也	是	983
页	第	页	931
第	页	第	928
年	年	月	842
月	日	的	834
至	年	月	815
的	过程	中	757
月	日	正式	744
是	世界	上	722
是	在	年	694
年	到	年	667
了	自己	的	654
成立	于	年	653
有	不同	的	652
的	基础	上	652
同时	也	是	647
和	他	的	638
年	月	日起	633
较	高	的	624
年	和	年	606
从	年	开始	597
到	了	年	576
并	在	年	574
民国	年	年	556
最	著名	的	551
所	需	的	549
自	年	起	549
指	的	是	545
年	月	日至	543
在	中国	大陆	525
从	年	月	522
在	年	至	521
自	年	月	520
到	年	月	510
截至	年	月	504
他	在	年	498
并于	年	月	498
了	新	的	490
月	日	开始	487
新冠	肺炎	疫情	473
年	至	年间	470
更	高	的	469
中国	特色	社会主义	467
之间	的	关系	465
但	也	有	463
最	主要	的	461
年	年	年	452
对	他	的	443
最	常见	的	437
年	月	至	430
中国	大陆	的	426
是	他	的	422
了	大量	的	413
可以	说	是	413
很	好	的	410
所	使用	的	409
一个	新	的	406
年	月	的	405
很	高	的	403
在	不同	的	402
也	被	称为	399
不同	的	是	397
的	人	都	396
越来越	多	的	393
月	日至	月	387
特别	是	在	384
已于	年	月	383
最	古老	的	383
有	很大	的	378
较	小	的	375
英语	年	月	370
的	目的	是	362
所	产生	的	356
日至	月	日	354
也	有	一些	353
世界	上	最	350
都	是	由	350
有	一定	的	347
重要	的	是	344
历史	上	的	341
是	年	月	341
有	自己	的	341
较	低	的	341
都	是	在	340
年	月	在	336
于	年	在	335
最	伟大	的	331
国家	和	地区	330
他	的	父亲	329
了	这	一	328
于	年	的	325
从	年	到	325
值得注意	的	是	320
月	日	举行	320
从	年	起	319
的	一部	份	317
他	的	作品	316
年	月	开始	315
月	日	被	315
这种	情况	下	307
所	造成	的	306
早	在	年	303
在	年	被	302
月	至	月	301
尤其	是	在	299
为	中心	的	298
的	另	一个	298
年	月	起	293
的	是	在	290
被	任命	为	290
在	中国	的	289
日	月	日	289
但	在	年	288
的	月	日	288
一定	程度	上	287
年	第	期	287
较	多	的	287
年	前	年	285
的	一个	重要	282
于	同年	月	281
年	第	页	281
自	年	以来	280
一个	重要	的	279
的	帮助	下	277
了	年	的	276
的	方式	来	276
的	都	是	276
在	自己	的	274
